URL;Название;Полное название;Описание;Текст песни;Количество файлов;Файлы аудио;Файлы минусовок;Видео;Категории
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/bayushki-bayu;Баюшки-баю;Баюшки-баю - Валентина Георгиевская - Колыбельные-песни.рф;Баюшки-баю, Старые колыбельные;Баю-баюшки баю, баю Оленьку моюПриди котик ночевать, мою детоньку качатьПрибаюкивать, примяукиватьБаю-баюшки баю, не ложися на краюКак у котеньки кота колыбелька хорошаУ моей ли Оленьки что полутше егоБаю-баиньки баю, баю Оленьку моюУ кота ли у кота и пяринушка мягкаУ дитятки моей есть помягче его Баю-баюшки баю, баю детоньку моюУ кота, у кота изголовья высокоУ моей ли Оленьки что повыше-то егоБаю-баюшки баю, не ложися на краюА то с краю упадешь и головку расшибешьУ кота ли у кота одеялице теплоУ моей ли Оленьки соболиное лежитБаю-баюшки баю, баю Оленьку мою;1;bayushki-bayu.mp3;-;-; С текстом Для девочки, для дочери Только голос Женский голос Про кота Старые колыбельные Русские народные колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/kolybel-naya;Колыбельная;Наталья Скворцова - Колыбельная - Наталья Скворцова - Колыбельные-песни.рф;Наталья Скворцова - Колыбельная, Современные колыбельные;Лаванды цвет Анастасия Мигова Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.В поле цветок дили дили тает душа,Простынь шелков дили нас укроет шурша.Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.Ночь на крыльце озарилась светом зарницФею в пыльце снова видит маленький принц.Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.Фея волшебная исполняет мечты,Станет реальностью что закажешь ей ты.;1;natalya-skvortsova---kolybelnaya.mp3;-;-; Только музыка На фортепиано Современные колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/derevo-zhelaniy;Дерево желаний;А. Степанченко - Дерево желаний - А. Степанченко - Колыбельные-песни.рф;А. Степанченко - Дерево желаний, Колыбельные природы;-;1;a-stepanchenko---derevo-zhelanij.mp3;-;-; Только музыка Колыбельные природы 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/lunnyy-svet-v-okoshko-iz-seriala-obrechennaya-stat-zvezdoy;"Лунный свет в окошко (из сериала ""Обреченная стать звездой"")";"Лунный свет в окошко (из сериала ""Обреченная стать звездой"") - Теона Дольникова - Колыбельные-песни.рф";"Лунный свет в окошко (из сериала ""Обреченная стать звездой""), Женский голос, Из фильмов, Современные колыбельные";Лунный свет в окошко, звёзды в небесах.Спи, мой милый крошка, закрывай глаза.Замурлычет ветер, как пушистый кот,И усталый вечер, торопясь, уйдёт.Припев:Баю-баю, баю-баю.Кто ты? Я пока не знаюТы родишься скоро очень.Спи, малыш, спокойной ночи!Спи, малыш, спи, малыш.Ночь тебе подарит сладкий детский сон.Как цветной фонарик, засверкает он.Осторожно дождик шелестит листвой.Он не потревожит сон чудесный твой.;1;lunnyj-svet-v-okoshko-iz-seriala-obrechennaya-stat-zvezdoj.mp3;-;-; С текстом 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/nezhnost-travy;Нежность травы;А. Степанченко - Нежность травы - А. Степанченко - Колыбельные-песни.рф;А. Степанченко - Нежность травы, Колыбельные природы;-;1;a-stepanchenko---nezhnost-travy.mp3;-;-; Только музыка Колыбельные природы 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/sonata-2;Соната №2;Соната №2 - В.Г. Кикта - Колыбельные-песни.рф;Соната №2, Классическая музыка;-;1;sonata-2.mp3;-;-; Только музыка На арфе Классическая музыка 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/mokryy-lepestok;Мокрый  лепесток;А. Степанченко - Мокрый  лепесток - А. Степанченко - Колыбельные-песни.рф;А. Степанченко - Мокрый  лепесток, Колыбельные природы;-;1;a-stepanchenko---mokryj-lepestok.mp3;-;-; Только музыка Колыбельные природы 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/kolybel-naya-mishke;Колыбельная мишке;Оля Ковальская - Колыбельная мишке - Оля Ковальская - Колыбельные-песни.рф;Оля Ковальская - Колыбельная мишке, Современные колыбельные, Современные колыбельные;"В один из праздников мне папа мишку подарил.
Любимою игрушкой он мне стал.
Бывало разное...Он весело со мной играл.
Ну а сейчас Мишутка мой устал.

Припев 1:
Засыпай скорее, Мишка, просто глазки закрывай.
Засыпай скорей, малыш мой.
Баю-бай, баю-бай.
Засыпай скорее, Мишка, глазки закрывай.
Пусть тебе приснится тёплый май.

Я Мишке расскажу секреты все свои и сны
Я колыбельную ему пою.
Он улыбается и ничего не говорит,
Но знает Мишка, я его люблю.

Припев 2: 
Засыпай скорее, Мишка, просто глазки закрывай.
Засыпай скорей, малыш мой.
Баю-бай, баю-бай.
Засыпай скорее, Мишка, глазки закрывай.
Пусть тебе приснится...";1;olya-kovalskaya---kolybelnaya-mishke.mp3;-;-; С текстом Женский голос Современные колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/kazahskaya-kolybel-naya;Казахская колыбельная;Казахская колыбельная - Колыбельные мира - Колыбельные-песни.рф;Казахская колыбельная, Старые колыбельные, Только голос, Казахские колыбельные, Женский голос;Әлди, әлди, ақ бөпем,Ақ бесікке жат, бөпем!Жылама, бөпем, жылама,Жілік шағып берейін,Байқұтанның құйрығынЖіпке тызып берейін.Әлди, әлди, алақай,Жыламаша, балақай!Басына, сенің жарасқан,Апам тіккен, малақай!Әлди, әлди аппағым!Қойдың жүні қалпағың.Жұрт сүймесе, сүймесін,Өзім сүйген аппағым!Әлди, әлди ағайын!Атқа тоқым жабайын!Сенің шешең қыдырмақ,Оны қайдан табайын!Әлди, әлди алқамай!Етегінде талқан-ай.Жейін десе тісі жоқ,Оны менен ісі жоқ!;1;kazahskaya-kolybelnaya.mp3;-;https://www.youtube.com/embed/0631f3VDzD8?ecver=1; С видео С текстом Только голос Женский голос Старые колыбельные Казахские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/the-maid-from-the-parish-of-penderyn;The Maid From The Parish Of Penderyn;The Maid From The Parish Of Penderyn - Марджи Батлер - Колыбельные-песни.рф;The Maid From The Parish Of Penderyn, Только музыка;-;1;the-maid-from-the-parish-of-penderyn.mp3;-;-; Только музыка На арфе 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/ldi-b-pesh-m;Әлди Бөпешім;Әлди Бөпешім - Казахская колыбельная - Колыбельные-песни.рф;Әлди Бөпешім,, Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;ldi-bpeshim.mp3;-;-; Только голос Женский голос Старые колыбельные Казахские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/pesnya-zvezdocheta-ni-dozhdika-ni-snega;Песня звездочета (Ни дождика, ни снега);"Песня звездочета (Ни дождика, ни снега)  - Из к/ф ""Красная Шапочка"" - Колыбельные-песни.рф";Песня звездочета (Ни дождика, ни снега) , Советские колыбельные, Из фильмов;Когда вам одинокоИ грустно отчего-то, Иль что-то охота понять, Пойдите и спроситеСедого звездочета, Он рядом - рукою подать. На все вопросы в миреЕсть у него ответы. Прочел он три тысячи книг, И выучил все небо,Измерил все планеты И позволит вам взглянуть на них. Там на большой высоте, Даже сказать страшно где, Звезды висят,Как будто апельсины. Но между звезд, между звезд, Задравши хвост, пышный хвост, Ходят кометы,Важно как павлины, А на луне, на луне, Едет медведь на слоне, Лунный медведь - голубенькие глазки, Не замечая того, Что мы глядим на него И сам себе вслух читает сказки.И вся печаль проходит,Когда глядишь на небо - В трубу или просто в окно, Но, правда, в это времяНи дождика ни снега На улице быть не должно, Тогда среди несметныхСокровищ небосвода Найдется звезда для тебя, Но только надо, чтобыХорошая погода Была на планете Земля.Там высоко, высокоКто-то пролил молоко, И получилась млечная дорога, А вдоль по ней, вдоль по ней, Между жемчужных полей, Месяц плывет,Как белая пирога, А на луне, на луне, На голубом валуне, Лунные люди смотрят -Глаз не сводят, Как над луной, над луной, Шар голубой, шар земной, Очень красиво всходитИ заходит!Ни дождика, ни снега,Ни пасмурного ветра В полночный безоблачный час, Распахивает небоСверкающие недра Для зорких и радостных глаз, Сокровища вселеннойМерцают, словно дышат, Звенит потихоньку зенит, А есть такие люди -Они прекрасно слышат, Как звезда с звездою говорит: -Здравствуй! -Здравствуй! -Сияешь? -Сияю. -Который час? -Двенадцатый примерно... Там на Земле в этот час Лучше всего видно нас -А как же дети?.. -Дети? Спят, наверно...Как хорошо от души,Спят по ночам малыши, Весело спят - Кто в люльке, кто в коляске. Пусть им приснится во сне,Как на луне, на луне, Лунный медведьВслух читает сказки.А тем, кому не спится,Открою по секрету Один удивительный факт: Вот я считаю звезды,А звездам счета нету! И это действительно так! Смотрите в телескопыИ тоже открывайте Иные миры и края. Но только надо, чтобыХорошая погода Была на планете Земля.Там высоко, высокоКто-то пролил молоко, И получилась млечная дорога, А вдоль по ней, вдоль по ней, Между жемчужных полей, Месяц плывет,Как белая пирога, А на луне, на луне, На голубом валуне, Лунные люди смотрят,Глаз не сводят, Как над луной, над луной, Шар голубой, шар земной, Очень красиво всходитИ заходит.;1;pesnya-zvezdocheta-ni-dozhdika-ni-snega-.mp3;-;https://www.youtube.com/embed/fSQ2q-bDSfU?ecver=1; С видео С текстом Советские колыбельные Из фильмов 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/spi-moya-radost-usni;Спи, моя радость, усни;Наталья Фаустова - Спи, моя радость, усни - Наталья Фаустова - Колыбельные-песни.рф;Наталья Фаустова - Спи, моя радость, усни, Женский голос, Старые колыбельные, Наталья Фаустова, Спи, моя радость, усни;"Спи, моя радость, усни!В доме погасли огни;Пчелки затихли в саду,Рыбки уснули в пруду,Месяц на небе блестит,Месяц в окошко глядит…Глазки скорее сомкни,Спи, моя радость, усни!Усни, усни!В доме все стихло давно,В погребе, в кухне темно,Дверь ни одна не скрипит,Мышка за печкою спит.Кто-то вздохнул за стеной –Что нам за дело, родной?Глазки скорее сомкни,Спи, моя радость, усни!Усни, усни!Сладко мой птенчик живет:Нет ни тревог, ни забот;Вдоволь игрушек, сластей,Вдоволь веселых затей.Все-то добыть поспешишь,Только б не плакал малыш!Пусть бы так было все дни!Спи, моя радость, усни!Усни, усни!";1;natalya-faustova---spi-moya-radost-usni.mp3;-;https://www.youtube.com/embed/vhaKjajzSj0?ecver=1; С видео С текстом Женский голос Старые колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/lunnyy-svet;Лунный свет;Лунный свет - К. Дебюсси - Колыбельные-песни.рф;Лунный свет, Классическая музыка;-;1;lunnyj-svet-debussi.mp3;-;-; Только музыка На арфе Классическая музыка 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/francuzskaya-kolybel-naya;Французская колыбельная;Французская колыбельная - Колыбельные мира - Колыбельные-песни.рф;Французская колыбельная, Старые колыбельные;L´etait une petite poule griseQu´allait pondre dans l´église(Elle) pondait un petit cocoQue l´enfant mangeait tout chaudL'etait une poule noireQu'allait pondre dans l'armoire(Elle) pondait un petit cocoQue l'enfant mangeait tout chaudL'etait un petite poule blancheQu'allait pondre dans la grange(Elle) pondait un petit cocoQue l´enfant mangeait tout chaudL´était un petite poule rousseQu´allait pondre dans la mousse.Pondait un petit cocoQue l´enfant mangeait tout chaudL´était une petite poule bruneQu´allait pondre dans la lune.Pondait un petit cocoQue l´enfant mangeait tout chaud(L´etait une poule jauneQu´allait pondre dans le chaume(Elle) pondait un petit cocoQue l´enfant mangeait tout chaud);1;frantsuzskaya-kolybelnaya.mp3;-;https://www.youtube.com/embed/t84RMnY-hds?ecver=1; С видео С текстом Женский голос Старые колыбельные Французские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/malen-kiy-princ-iz-k-f-passazhir-s-ekvatora;"Маленький принц (из к/ф ""Пассажир с экватора"")";"Валерия - Маленький принц (из к/ф ""Пассажир с экватора"") - Валерия - Колыбельные-песни.рф";"Валерия - Маленький принц (из к/ф ""Пассажир с экватора"", Женский голос, Советские колыбельные";Кто тебя выдумал, звездная странаСнится мне издавна, снится мне онаВыйду я из дому, выйду я из домуПрямо за пристанью бьется волнаВетренным вечером смолкнут крики птицЗвездный замечу я свет из-под pесницТихо навстречу мне, тихо навстречу мнеВыйдет доверчивый Маленький ПринцСамое главное - сказку не спугнутьМиру бескрайнему окна распахнутьМчится мой парусник, мчится мой парусникМчится мой парусник в сказочный путьГде же вы, где же вы, счастья островаГде побережие света и добраТам, где с надеждами, там, где с надеждамиСамые нежные бродят словаКто тебя выдумал, звездная странаСнится мне издавна, снится мне онаВыйду я из дому, выйду я из домуПрямо за пристанью бьется волна;1;valeriya---malenkij-prints-iz-kf-passazhir-s-ekvatora.mp3;-;https://www.youtube.com/embed/PAk_ch_S3VE?ecver=1; С видео С текстом Женский голос Советские колыбельные Из фильмов 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/summertime-kolybel-naya-klary;Summertime (Колыбельная Клары);"Summertime (Колыбельная Клары) - Из оперы ""Порги и Бесс"" - Колыбельные-песни.рф";"Summertime (Колыбельная Клары), Summertime - Колыбельная Клары из оперы ""Порги и Бесс""";-;1;summertime-kolybel-naya-klary.mp3;-;-; Мужской голос Старые колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/bayu-baj;Баю-бай;Баю-бай - Олег Анофриев - Колыбельные-песни.рф;Баю-бай, Для мальчика, для сына;-;1;bayu-baj.mp3;-;-; Для мальчика, для сына Мужской голос Советские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/lozhkoy-sneg-meshaya;Ложкой снег мешая;Ложкой снег мешая - SunVoice - Колыбельные-песни.рф;Ложкой снег мешая, Колыбельная медведицы;"Колыбельная медведицы (из м/ф ""Умка"") Елена Камбурова Ложкой снег мешая,
Ночь идет большая,
Что же ты, глупышка, не спишь.
Спят твои соседи
Белые медведи,
Спи и ты скорей, малыш.
Спят твои соседи
Белые медведи,
Спи и ты скорей, малыш.

Мы плывём на льдине,
Как на бригантине
По седым суровым морям.
И всю ночь соседи,
Звёздные медведи
Светят дальним кораблям.
И всю ночь соседи,
Звёздные медведи
Светят дальним кораблям.

Ложкой снег мешая,
Ночь идет большая,
Что же ты, глупышка, не спишь.
Спят твои соседи,
Белые медведи,
Спи и ты скорей, малыш.
Спят твои соседи,
Белые медведи,
Спи и ты скорей, малыш.
Спи и ты скорей, малыш.";1;lozhkoj-sneg-meshaya.mp3;-;-; Только голос Другие животные Советские колыбельные Из мультфильмов 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/a-dream-is-a-wish-your-heart-makes-iz-m-f-zolushka;"A Dream Is a Wish Your Heart Makes (из м/ф ""Золушка"")";"A Dream Is a Wish Your Heart Makes (из м/ф ""Золушка"") - Donna McElroy - Колыбельные-песни.рф";"A Dream Is a Wish Your Heart Makes (из м/ф ""Золушка""), Женский голос, Английские колыбельные, Из мультфильмов";A dream is a wish your heart makesWhen you're fast asleepIn dreams you will lose your heartachesWhatever you wish for, you keepHave faith in your dreams and somedayYour rainbow will come smiling throughNo matter how your heart is grievingIf you keep on believingThe dream that you wish will come trueA dream is a wish your heart makesWhen you are feeling smallAlone in the night you whisperThinking no one can hear you at allYou wake with the morning sunlightTo find fortune that is smiling on youDon’t let your heart be filled with sorrowFor all you know tomorrowThe dream that you wish will come true;1;a-dream-is-a-wish-your-heart-makes-iz-mf-zolushka.mp3;-;https://www.youtube.com/embed/2fUl6PG-Anw?ecver=1; С видео С текстом Женский голос Старые колыбельные Из мультфильмов Английские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/bay-kachi;Бай, качи;Бай, качи - Валентина Георгиевская - Колыбельные-песни.рф;Бай, качи, Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;bay-kachi.mp3;-;-; Для девочки, для дочери Только голос Женский голос Старые колыбельные Русские народные колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/evreyskaya-kolybel-naya;Еврейская колыбельная;Еврейская колыбельная - Колыбельные мира - Колыбельные-песни.рф;Еврейская колыбельная, Старые колыбельные, Мужской голос, Еврейские колыбельные;"Oyfn veg shteyt a boym, steyt er ayngeboygn;Ale feygl funem boym zaynen zikh tsefloygn:Dray keyn mizrekh, dray keyn mayrev,un di resht - keyn dorem, Un dem boym gelozt aleyn, hefker farn shtorem...Zog ikh tsu der mamen: - her, zolst mir nor nit shtern,Vel ikh, mame, eyns un tsvey, bald a foygl vern... Ikh vel zitsn oyfn boym un vel im farvign,Ibern vinter mit a treyst, mit a sheinem nign.Zogt di mame: Nite, kind! - Un zi veynt mit trern.- Kenst, kholile, oyfn boym mir farfroyrn nern...Zog ikh: - Mame, s`iz a shod dayne sheyne oygn -Un eyder vos, un eyder ven bin ikh mir a foygl...Veynt di mame: - Itsik kroyn, ze, um Gotes viln,Nem zikh mit a shalikl - zolst zikh nisht farkiln.Di kaloshn tu zikh on - s`geyt a shafer vinter;Un di kutshme nem oych mit, vey iz mir un vind mir!..Un dos vintl-laybl nem, tu es on, du shoyte,Oyb du vilst nisht zayn keyn gast tsvishn ale toyte...Kh`heyb di fligl - s`iz mir shver, tsu fil, tsu fil zakhnHot di mame ongeton dem feygele, dem shvachn...Kuk ikh troyerik mir arayn in mayn mames oygn- S`hot ir libshaft nisht derlozt vern mikh a foygl...Oyfn veg shteyt a boym, steyt er ayngeboygn;Ale feygl funem boym zaynen zikh tsefloygn...";1;evrejskaya-kolybelnaya.mp3;-;https://www.youtube.com/embed/mAk_D9gyOAY?ecver=1; С видео С текстом Мужской голос Старые колыбельные Еврейские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/pogovorim-pered-snom;Поговорим перед сном;Поговорим перед сном - Алсу - Колыбельные-песни.рф;Поговорим перед сном, Алсу;Вновь играет в темноте ветер в прятки.Я не скоро спать тебя уложу,Хочешь рядом посижу у кроватки,Сказку добрую тебе расскажу.А часы стучат тик-так- так и надо,Нам слова сейчас как воздух нужны.Если в сердце и покой и отрада,Значит будут симпатичными сны.Припев:Поговорим перед сном про куклу в платье цветном,Про дом, где маленький гном живет.Поговорим перед сном о том, что будет потом,О том как ночь за окном плывет.Слово резкое сказать не посмею,Если хочешь свет включу помолчу.Строгой мамой быть, конечно, умею,Быть послушной мамой очень хочу.Положу тебе цветов на подушку,Чтобы стал душистым сон твой цветной,Скажешь ты ладонью гладя игрушку:Посиди еще немного со мной.Припев:Поговорим перед сном про куклу в платье цветном,Про дом, где маленький гном живет.Поговорим перед сном о том, что будет потом,О том как ночь за окном плывет. О том как ночь за окном плывет. О том как ночь за окном плывет.;1;pogovorim-pered-snom.mp3;-;-; Женский голос Современные колыбельные 
URL;Название;Полное название;Описание;Текст песни;Количество файлов;Файлы аудио;Файлы минусовок;Видео;Категории
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/bayu-bayushki-lyulyu;Баю, баюшки, люлю;Баю, баюшки, люлю - Т. Саванова - Колыбельные-песни.рф;Баю, баюшки, люлю, Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;bayu-bayushki-lyulyu.mp3;-;-; Для девочки, для дочери Только голос Женский голос Старые колыбельные Русские народные колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/pogovorim-pered-snom;Поговорим перед сном;Поговорим перед сном - Алсу - Колыбельные-песни.рф;Поговорим перед сном, Алсу;Вновь играет в темноте ветер в прятки.Я не скоро спать тебя уложу,Хочешь рядом посижу у кроватки,Сказку добрую тебе расскажу.А часы стучат тик-так- так и надо,Нам слова сейчас как воздух нужны.Если в сердце и покой и отрада,Значит будут симпатичными сны.Припев:Поговорим перед сном про куклу в платье цветном,Про дом, где маленький гном живет.Поговорим перед сном о том, что будет потом,О том как ночь за окном плывет.Слово резкое сказать не посмею,Если хочешь свет включу помолчу.Строгой мамой быть, конечно, умею,Быть послушной мамой очень хочу.Положу тебе цветов на подушку,Чтобы стал душистым сон твой цветной,Скажешь ты ладонью гладя игрушку:Посиди еще немного со мной.Припев:Поговорим перед сном про куклу в платье цветном,Про дом, где маленький гном живет.Поговорим перед сном о том, что будет потом,О том как ночь за окном плывет. О том как ночь за окном плывет. О том как ночь за окном плывет.;1;pogovorim-pered-snom.mp3;-;-; Женский голос Современные колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/simgera-kinof;Simgera Kinof;Simgera Kinof - Tamriko Choxonelidze - Колыбельные-песни.рф;Simgera Kinof, Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;simgera-kinof.mp3;-;-; Женский голос Старые колыбельные Грузинские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/kolybel-naya-dlya-umki;Колыбельная для Умки;Колыбельная для Умки - Лариса Долина - Колыбельные-песни.рф;Колыбельная для Умки, Колыбельная медведицы;"Колыбельная медведицы (из м/ф ""Умка"") Елена Камбурова Ложкой снег мешая,
Ночь идет большая,
Что же ты, глупышка, не спишь.
Спят твои соседи
Белые медведи,
Спи и ты скорей, малыш.
Спят твои соседи
Белые медведи,
Спи и ты скорей, малыш.

Мы плывём на льдине,
Как на бригантине
По седым суровым морям.
И всю ночь соседи,
Звёздные медведи
Светят дальним кораблям.
И всю ночь соседи,
Звёздные медведи
Светят дальним кораблям.

Ложкой снег мешая,
Ночь идет большая,
Что же ты, глупышка, не спишь.
Спят твои соседи,
Белые медведи,
Спи и ты скорей, малыш.
Спят твои соседи,
Белые медведи,
Спи и ты скорей, малыш.
Спи и ты скорей, малыш.";1;kolybelnaya-dlya-umki.mp3;-;-; Женский голос Другие животные Советские колыбельные Из мультфильмов 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/feya-dobryh-snov;Фея добрых снов;Фея добрых снов - Алсу - Колыбельные-песни.рф;Фея добрых снов, Алсу;В сонных твоих кулачках целый мир.В небе воздушном и легком словно зефир.Фея добрых снов летает, звезды ярко зажигает,Спи моя крошка, усниВ стране сновидений случаются чудеса:медовые реки и сказочные леса.Там облака из сладкой ваты, кружатся и плывут.Спи крепко, в той стране прекрасной, в гости тебя ждут.Облака из сладкой ваты, кружатся и плывут.Спи крепко, в той стране прекрасной, в гости тебя ждут.Завтра день настанет, утро будет нежным, звездочки растают.А пока спи безмятежно.;1;feya-dobryh-snov.mp3;-;-; Женский голос Современные колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/starinnaya-francuzskaya-pesenka;Старинная французская песенка;Старинная французская песенка - П.И. Чайковский - Колыбельные-песни.рф;Старинная французская песенка, Только музыка;-;1;starinnaya-frantsuzskaya-pesenka.mp3;-;-; Только музыка На фортепиано Классическая музыка 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/pala-noch-na-stol-nyy-grad;Пала ночь на стольный град;"Пала ночь на стольный град - Из м/ф ""Конек-горбунок"" - Колыбельные-песни.рф";"Пала ночь на стольный град - из м/ф ""Конек-горбунок"", Женский голос";Пала ночь на стольный град,В теремах бояре спят,А ко мне покой нейдет,Сон-истома не берет..Уж я челки распущу,Частым гребнем расчешу,Гривы в косы заплету,Загляжусь на красоту..Ой, вы кони-скакуны,Вы красивы и стройны,Но для сердца моегоГорбунок милей всего..В легком, шелковом шатреНа лазоревом ковреЯ одна сижу, играю,Звонким струнам подпеваю.Баю-бай, баю-бай.Ветерки, не шелестите,Спите, звери, птицы, спите.Спите, долы, спите, травы,Спите, горы и дубравы.Баю-бай, баю-бай;1;pala-noch-na-stolnyj-grad.mp3;-;-; С текстом Женский голос Другие животные Из мультфильмов 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/nochi-yu-za-tvoim-oknom-iz-k-f-romans-o-vlyublennyh;"Ночью за твоим окном (из к/ф ""Романс о влюбленных"")";"Ночью за твоим окном (из к/ф ""Романс о влюбленных"") - Валентина Толкунова - Колыбельные-песни.рф";"Ночью за твоим окном (из к/ф ""Романс о влюбленных""), Женский голос, Из фильмов, Советские колыбельные, На гитаре";1.Ночью за твоим окномХодит сон, да бродит сон.По земле холоднойХодит сон негодный,Ах, какой негодныйТот сон... 2.А за первым то сном,За твоим да за окномПо свежей порошеХодит сон хороший,Ах, какой хорошийТот сон... 3.Первый сон я прогоню,А второй заманю,Чтоб плохой не снился,А хороший сбылся,Поскорее сбылсяТвой сон... 4.Сны ведь снятся неспроста.На заре роса чиста.Бродит по росе мечта, —Пусть она найдется,Явью обернетсяМечта...;1;nochi-yu-za-tvoim-oknom-iz-k-f-romans-o-vlyublennyh.mp3;-;-; С текстом Женский голос На гитаре Советские колыбельные Из фильмов 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/rabindranth-tagore-lullaby;Rabindranth Tagore Lullaby;- Bombay Jayashree - Колыбельные-песни.рф;;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;rabindranth-tagore-lullaby.mp3;-;-; Женский голос Старые колыбельные Индийские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/kolybel-naya-bramsa-simfonicheskaya-versiya;Колыбельная Брамса (симфоническая версия);Колыбельная Брамса (симфоническая версия) - И. Брамс - Колыбельные-песни.рф;Колыбельная Брамса (симфоническая версия), Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;kolybel-naya-bramsa-simfonicheskaya-versiya.mp3;-;-; Только музыка Старые колыбельные Классическая музыка 
