URL;Название;Полное название;Описание;Текст песни;Количество файлов;Файлы аудио;Файлы минусовок;Видео;Категории
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/kolybel-naya-datogov;Колыбельная датогов;Колыбельная датогов - Колыбельные мира - Колыбельные-песни.рф;Колыбельная датогов, Старые колыбельные, Женский голос, Африканские колыбельные;Ek is gekonfronteer met probleme tydens swangerskap het (gebaar jy).Ek is baie bekommerd oor jou, oor hoe die res van jou toekomstige lewe.Ek probeer vir jou, ek gaan om water te haal elke dag.Zebu en melk die familie kook kos.En Ek beskerm jou teen gevaar.Ek probeer om wanneer jy grootword,Jy het soveel vee.Ek is nie kla oor haar man en sy familieHy het nie getref en hanteer goed.Ek hoop dat jy behoorlik sal optreeen oordeelkundig in die toekoms die volwasse lewe.Jy sal onthou hoe ek gesorg jyen soos Ek julle liefgehad het.;1;kolybelnaya-datogov.mp3;-;https://www.youtube.com/embed/fjJ4sArThkg?ecver=1; С видео С текстом Женский голос Старые колыбельные Африканские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/kalyhanka;Калыханка;Калыханка - Песняры - Колыбельные-песни.рф;Калыханка, Советские колыбельные, Старые колыбельные;Баю-баю, люлі- люлі.Гэта песенька матулі.Закрывайце, дзеткі, вочы,Добрай ночы, добрай ночы.Сьпіць над лесам аблачынка,Засынай, мая дзяўчынка,Добрай ночы, добрай ночы,Засынай, мой любы хлопчык.Дзед Баюн не спачывае -Калыханку дзеткам бае.Засынайце, калі ласка,Вам прысьніцца ўночы казка.Сьпіць над лесам аблачынка,Засынай, мая дзяўчынка,Добрай ночы, добрай ночы,Засынай, мой любы хлопчык.;1;kalyhanka.mp3;-;-; С текстом Мужской голос Советские колыбельные Белорусские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/nanourisma;Nanourisma;- Hainides & Mihalis Stavrakakis  - Колыбельные-песни.рф;;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;.mp3;-;-; Мужской голос Старые колыбельные Греческие колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/izrail-skaya-kolybel-naya;Израильская колыбельная;Израильская колыбельная - Колыбельные народов мира - Колыбельные-песни.рф;Израильская колыбельная, Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;izrailskaya-kolybelnaya.mp3;-;-; Только голос Женский голос Старые колыбельные Еврейские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/barkarolla;Баркаролла;Баркаролла - Ж. Оффенбах - Колыбельные-песни.рф;Баркаролла, Только музыка, Классическая музыка, Старые колыбельные;-;1;barkarolla.mp3;-;-; Только музыка Классическая музыка 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/syuita-dlya-violoncheli;Сюита для виолончели;Сюита для виолончели - И.С. Бах - Колыбельные-песни.рф;Сюита для виолончели, Классическая музыка;-;1;syuita-dlya-violoncheli.mp3;-;-; Только музыка На виолончели Классическая музыка 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/snegurochka;Снегурочка;Снегурочка - Колыбельная сказка - Колыбельные-песни.рф;Снегурочка, Колыбельные сказки;-;1;snegurochka.mp3;-;-; 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/mesyac-nad-nasheyu-krysheyu-svetit;Месяц над нашею крышею светит;Месяц над нашею крышею светит - Елена Кузьмина - Колыбельные-песни.рф;Месяц над нашею крышею светит, Колыбельная Анны Герман (Спи, мой воробушек);Колыбельная для сыночка (Спи, мой воробушек) Сергей Лемешев Месяц над нашею крышею светит,Вечер стоит у двора.Маленьким птичкам и маленьким детямСпать наступила пора.     Завтра проснешься и ясное солнце     Снова взойдет над тобой,     Спи, мой воробушек, спи, мой сыночек,     Спи, мой звоночек родной! Спи, моя крошка, мой птенчик пригожий,Баюшки-баю-баю.Пусть никакая печаль не тревожитДетскую душу твою.     Ты не увидишь ни горя, ни муки,     Доли не встретишь лихой.     Спи, мой воробушек, спи, мой сыночек,     Спи, мой звоночек родной!;1;mesyats-nad-nasheyu-krysheyu-svetit.mp3;-;-; Для мальчика, для сына Женский голос Советские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/vesennyaya-kolybelnaya;Весенняя колыбельная;Весенняя колыбельная - Анастасия Мигова - Колыбельные-песни.рф;Весенняя колыбельная, Анастасия Мигова;Лаванды цвет Анастасия Мигова Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.В поле цветок дили дили тает душа,Простынь шелков дили нас укроет шурша.Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.Ночь на крыльце озарилась светом зарницФею в пыльце снова видит маленький принц.Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.Фея волшебная исполняет мечты,Станет реальностью что закажешь ей ты.;1;vesennyaya-kolybelnaya.mp3;-;-; Женский голос Современные колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/bolezn-kukly;Болезнь куклы;Болезнь куклы - П.И. Чайковский - Колыбельные-песни.рф;Болезнь куклы, Только музыка;-;1;bolezn-kukly.mp3;-;-; Только музыка На фортепиано Классическая музыка 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/kolybel-naya-dlya-lis;Колыбельная для лис;"Колыбельная для лис - Из к/ф ""Ярик"" - Колыбельные-песни.рф";"Колыбельная для лис - из к/ф ""Ярик"", Женский голос, На гитаре, Другие животные, Из фильмов";Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;kolybelnaya-dlya-lis.mp3;-;-; Женский голос На гитаре Другие животные Современные колыбельные Из фильмов 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/spi-ditya-moe-usni;Спи, дитя мое, усни;Спи, дитя мое, усни - Валентина Толкунова - Колыбельные-песни.рф;Валентина Толкунова - Спи, дитя мое, усни, Женский голос;"Спи, дитя мое, усни!Сладкий сон к себе мани:В няньки я тебе взялаВетер, солнце и орла.Улетел орел домой;Солнце скрылось за горой;Ветер, после трех ночей,Мчится к матери своей.Ветра спрашивает мать:«Где изволил пропадать?Али звезды воевал?Али волны всё гонял?»«Не гонял я волн морских,Звезд не трогал золотых;Я дитя оберегал,Колыбелочку качал!»";1;spi-ditya-moe-usni.mp3;-;-; С текстом Женский голос Советские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/kotin-ka-kotok;Котинька, коток;Котинька, коток - Олег Анофриев - Колыбельные-песни.рф;Котинька, коток, Мужской голос, Советские колыбельные, Про кота;Котинька-коток,Котя серенький хвосток,Приди, котик, ночевать,Моё дитятко качать.Я тебе, коту,За работу заплачу:Беленький платочекЯ на шею повяжу.Я тебе, коту,За работу заплачу:Дам кусок пирогаИ стаканчик молока.Котинька-коток,Котя серенький хвосток,Приди, котик, ночевать,Моё дитятко качать.;1;kotin-ka-kotok.mp3;-;-; С текстом 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/kreyser-avrora-iz-m-f-avrora;"Крейсер ""Аврора"" (из м/ф ""Аврора"")";"Крейсер ""Аврора"" (из м/ф ""Аврора"") - В. Шаинский - Колыбельные-песни.рф";"Крейсер ""Аврора"" (из м/ф ""Аврора""), Советские колыбельные, Из фильмов";"Дремлет притихший северный город, 
Низкое небо над головой, 
Что тебе снится, крейсер ""Аврора"" 
В час, когда утро встаёт над Невой. 
Что тебе снится, крейсер ""Аврора"" 
В час, когда утро встаёт над Невой. 

Может, ты снова в тучах мохнатых 
Вспышки орудий видишь вдали 
Или, как прежде, в чёрных бушлатах 
Грозно шагают твои патрули. 
Или, как прежде, в чёрных бушлатах 
Грозно шагают твои патрули. 

Волны крутые, штормы седые, 
Доля такая у кораблей, 
Судьбы их тоже чем-то похожи, 
Чем-то похожи на судьбы людей. 

Ветром солёным дышат просторы, 
Молнии крестят мрак грозовой, 
Что тебе снится, крейсер ""Аврора"", 
В час, когда утро встаёт над Невой. 
Что тебе снится, крейсер ""Аврора"", 
В час, когда утро встаёт над Невой.";1;krejser-avrora-iz-mf-avrora.mp3;-;-; С текстом Советские колыбельные Из фильмов 
URL;Название;Полное название;Описание;Текст песни;Количество файлов;Файлы аудио;Файлы минусовок;Видео;Категории
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/spi-moy-mal-chik-iz-k-f-cirk;"Спи, мой мальчик (из к/ф ""Цирк"")";"Спи, мой мальчик (из к/ф ""Цирк"") - Елена Камбурова - Колыбельные-песни.рф";"Спи, мой мальчик (из к/ф ""Цирк""), Женский голос, Советские колыбельные, Из фильмов, На гитаре";Спи, мой мальчик, сладко, сладко.Спи, мой птенчик, спи, малыш.Спят игрушки, спят лошадки.Только ты один не спишь.Месяц уж не раз глядел в окошечко.Скоро ли заснет моя крошечка?Спи, мой мальчик, спи, мой зайчик,Ай, баю-баю-бай-бай.Месяц ходит высоко.Светят звезды далеко.В этот синий, синий свет,Где ни слез, ни горя нет,Сердце хочет улететь от бед.Светят звезды высоко.Спрячу слезы глубоко.Если б мне достать рукойВаш серебряный покой.Звезды очень далеко.Спи, мой мальчик, усни.Крепко глазки сомкни.Спи, мой мальчик, баюшки-баю.;1;spi-moy-mal-chik-iz-k-f-cirk.mp3;-;-; С текстом Женский голос На гитаре Советские колыбельные Из фильмов 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/kolybel-naya-kongo;Колыбельная Конго;Колыбельная Конго - Колыбельные мира - Колыбельные-песни.рф;Колыбельная Конго, Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;kolybelnaya-kongo.mp3;-;https://www.youtube.com/embed/5SONX3FiHDs?ecver=1; С видео Мужской голос Современные колыбельные Африканские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/wa-wa-wa;Wa-Wa-Wa;Wa-Wa-Wa  - Андре Пеленда (Кимбата) - Колыбельные-песни.рф;Wa-Wa-Wa , Современные колыбельные, Африканские колыбельные, Мужской голос;Лаванды цвет Анастасия Мигова Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.В поле цветок дили дили тает душа,Простынь шелков дили нас укроет шурша.Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.Ночь на крыльце озарилась светом зарницФею в пыльце снова видит маленький принц.Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.Фея волшебная исполняет мечты,Станет реальностью что закажешь ей ты.;1;wa-wa-wa-.mp3;-;-; Мужской голос Современные колыбельные Африканские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/gruzinskaya-kolybel-naya;Грузинская колыбельная;Грузинская колыбельная - Колыбельные мира - Колыбельные-песни.рф;Грузинская колыбельная, Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;gruzinskaya-kolybelnaya.mp3;-;-; Только голос Мужской голос Старые колыбельные Грузинские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/uzh-kak-son-da-drema;Уж как сон да дрема;Уж как сон да дрема - Русская народная колыбельная - Колыбельные-песни.рф;Уж как сон да дрема, Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;uzh-kak-son-da-drema.mp3;-;-; Для мальчика, для сына Только голос Женский голос Старые колыбельные Русские народные колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/cyganskaya-kolybel-naya;Цыганская колыбельная;Цыганская колыбельная - Колыбельные народов мира - Колыбельные-песни.рф;Цыганская колыбельная, Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;tsyganskaya-kolybelnaya.mp3;-;-; Женский голос На гитаре Старые колыбельные Цыганские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/kolybel-naya-provincii-tyugoku;Колыбельная провинции Тюгоку;Колыбельная провинции Тюгоку - Baisho Chieko - Колыбельные-песни.рф;Колыбельная провинции Тюгоку, Старые колыбельные, Женский голос, Японские колыбельные;(транскрипция)Нэннэко сяссяримасэ,Нэта ко но каваиса.Окитэ наку ко но,Нэнкороро, цураникуса.Нэнкоророн, нэнкоророн.Нэннэко сяссяримасэ,Кё: ва нидзю:го нити са.Асу ва коно ко но,Нэнкороро, мия-маири.Нэнкоророн, нэнкоророн.Мия э маитта токи,Нан то ю:тэ огаму са.Иссё коно ко ноНэнкороро, мамэ на ё: ни.Нэнкоророн, нэнкоророн.;1;kolybel-naya-provincii-tyugoku.mp3;-;-; С текстом Женский голос Старые колыбельные Японские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/piano-sonata-in-d-k-576-3rd-movement;Piano Sonata in D, K 576, 3rd Movement;Piano Sonata in D, K 576, 3rd Movement - Моцарт - Колыбельные-песни.рф;Piano Sonata in D, K 576, 3rd Movement, Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;piano-sonata-in-d-k-576-3rd-movement.mp3;-;-; Только музыка Старые колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/parting-of-friends;Parting Of Friends;Parting Of Friends - Марджи Батлер - Колыбельные-песни.рф;Parting Of Friends, На арфе;-;1;parting-of-friends.mp3;-;-; 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/mrs-mcdermott-s-planxty-george-brabazon;Mrs. McDermott's-Planxty George Brabazon;Mrs. McDermott's-Planxty George Brabazon - Марджи Батлер - Колыбельные-песни.рф;Mrs. McDermott's-Planxty George Brabazon, Только музыка;-;1;mrs-mcdermott-s-planxty-george-brabazon.mp3;-;-; Только музыка На арфе 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/padayuschie-list-ya;Падающие листья;А. Степанченко - Падающие листья - А. Степанченко - Колыбельные-песни.рф;А. Степанченко - Падающие листья, Колыбельные природы;-;1;a-stepanchenko---padayuschie-listya.mp3;-;-; Только музыка Колыбельные природы 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/chernyy-prechernyy-kot;Черный-пречерный кот;А.Пинегин, А.Усачев - Черный-пречерный кот - А.Пинегин, А.Усачев - Колыбельные-песни.рф;А.Пинегин, А.Усачев - Черный-пречерный кот, Современные колыбельные;Лаванды цвет Анастасия Мигова Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.В поле цветок дили дили тает душа,Простынь шелков дили нас укроет шурша.Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.Ночь на крыльце озарилась светом зарницФею в пыльце снова видит маленький принц.Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.Фея волшебная исполняет мечты,Станет реальностью что закажешь ей ты.;1;apinegin-ausachev---chernyj-prechernyj-kot.mp3;-;-; Женский голос Про кота Современные колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/sladkaya-greza;Сладкая греза;Сладкая греза - П.И. Чайковский - Колыбельные-песни.рф;Сладкая греза, Только музыка;-;1;sladkaya-greza.mp3;-;-; Только музыка На фортепиано Классическая музыка 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/summertime-kolybel-naya-klary-iz-opery-porgi-i-bess;Summertime (Колыбельная Клары из оперы Порги и Бесс);Summertime (Колыбельная Клары из оперы Порги и Бесс) - Ella Fitzgerald - Колыбельные-песни.рф;Summertime (Колыбельная Клары из оперы Порги и Бесс), Женский голос, Старые колыбельные, На фортепиано;Summertime, and the livin' is easyFish are jumpin' and the cotton is highOh, your daddy's rich and your ma is good-lookin'So hush, little baby, don't you cryOne of these mornings you're gonna rise up singingAnd you'll spread your wings and you'll take to the skyBut till that morning, there ain't nothin' can harm youWith daddy and mammy standin' byOne of these mornings you're gonna rise up singingAnd you'll spread your wings and you'll take to the skyBut till that morning, there ain't nothin' can harm youWith daddy and mammy standin' bySummertime, and the livin' is easyFish are jumpin' and the cotton is highOh, your daddy's rich and your ma is good-lookin'So hush, little baby, don't you cry;2;summertime-kolybelnaya-klary-iz-opery-porgi-i-bess.mp3;summertime-kolybelnaya-klary-iz-opery-porgi-i-bess_1.mp3.mp3;-; С текстом С минусовками Женский голос На фортепиано Старые колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/zhuzhuna-cvima-movida-gribnoy-dozhdik;Zhuzhuna cvima movida (Грибной дождик);Zhuzhuna cvima movida (Грибной дождик) - Д. Кахидзе - Колыбельные-песни.рф;Zhuzhuna cvima movida (Грибной дождик), Старые колыбельные;(транскрипция)жужуна цвима мовида диди миндори данама данама, данама, данама диди миндори данама винц чвензе цуди раме тква гули гаупос данама данама, данама, данама гули гаупос данама жужуна цвима мовида диди миндори данама, квавилма мухли икара, пери ицвала канама, мале пуребиц шемова, ихарос глехис дзалама, бнели гаапос нателма, бороти гули - данама. данама, данама, данама гули гаупос данама;1;zhuzhuna-cvima-movida-gribnoj-dozhdik.mp3;-;-; С текстом Мужской голос Старые колыбельные Грузинские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/lori-punjab;Lori Punjab;Lori Punjab - Diljit Dosanjh - Колыбельные-песни.рф;Lori Punjab, Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;lori-punjab.mp3;-;-; Женский голос Старые колыбельные Индийские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/ay-lyu-lyu;Ай лю-лю;Ай лю-лю - Егор Стрельников - Колыбельные-песни.рф;Ай лю-лю, Старые колыбельные, Мужской голос, Русские народные колыбельные;Ай-лю-лю-лю душа моя,Ай-баю-баю чадо милое.У соседа во дому злато серебро,У него-то да меха соболиныя.У меня-то во дому солнце ясное,Солнце ясное огонечек мой.А на небе горят часты звездачки,А звездачка одна в колыбельке спит.Ай-лю-лю-лю-лю душа моя,Ай-баю-баю чадо милое.А у князя в терему все боярине,У князя в терему королевичи.У меня-то во дому сам князюшка,Сам боярин удлой сладким сном повей.Ай-лю-лю-лю душа моя,Ай-баю-баю чадо милое.Ай-лю-лю-лю-лю душа моя,Ай-баю-баю чадо милое.;1;aj-lyu-lyu.mp3;-;-; С текстом Мужской голос Старые колыбельные Русские народные колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/bay-bay-bay-lyu-lyu;Бай, бай, бай, лю-лю;Бай, бай, бай, лю-лю - И. Деревянкина, Я. Масловская - Колыбельные-песни.рф;Бай, бай, бай, лю-лю, Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;baj-baj-baj-lyu-lyu.mp3;-;-; Для девочки, для дочери Только голос Женский голос Старые колыбельные Русские народные колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/uzh-ya-kolyu-ukladu;Уж я Колю укладу;Уж я Колю укладу - И. Деревянкина, Я. Масловская - Колыбельные-песни.рф;Уж я Колю укладу, Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;uzh-ya-kolyu-ukladu.mp3;-;-; Для мальчика, для сына Только голос Женский голос Старые колыбельные Русские народные колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/spi-synochek-moy-usni;Спи, сыночек мой, усни;Спи, сыночек мой, усни - Русская народная колыбельная - Колыбельные-песни.рф;Спи, сыночек мой, усни, Старые колыбельные;Котик Дарья Дронова Пошёл котик во лесок, —Нашёл котик поясокЧем люлечку подцепитьДа Ванюшку положить,Ваня будет спать,Котик Ваню качать,А котик его качатьДа, серенький, величать,Сон да Дрёма,Усыпи моё дитя!Пошёл коток во Торжок,Купил себе пирожок.Идёт котик на лавочке,Ведёт киску за лапочку.Ходят вместе они —А ты, маленький, усни.;1;spi-synochek-moj-usni-rus.mp3;-;-; Для мальчика, для сына Женский голос Старые колыбельные Русские народные колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/francuzskaya-kolybel-naya;Французская колыбельная;Французская колыбельная - Колыбельные мира - Колыбельные-песни.рф;Французская колыбельная, Старые колыбельные;L´etait une petite poule griseQu´allait pondre dans l´église(Elle) pondait un petit cocoQue l´enfant mangeait tout chaudL'etait une poule noireQu'allait pondre dans l'armoire(Elle) pondait un petit cocoQue l'enfant mangeait tout chaudL'etait un petite poule blancheQu'allait pondre dans la grange(Elle) pondait un petit cocoQue l´enfant mangeait tout chaudL´était un petite poule rousseQu´allait pondre dans la mousse.Pondait un petit cocoQue l´enfant mangeait tout chaudL´était une petite poule bruneQu´allait pondre dans la lune.Pondait un petit cocoQue l´enfant mangeait tout chaud(L´etait une poule jauneQu´allait pondre dans le chaume(Elle) pondait un petit cocoQue l´enfant mangeait tout chaud);1;frantsuzskaya-kolybelnaya.mp3;-;https://www.youtube.com/embed/t84RMnY-hds?ecver=1; С видео С текстом Женский голос Старые колыбельные Французские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/m-nen-och-du;Månen och du;Månen och du - Lizette Pålsson - Колыбельные-песни.рф;Månen och du, Современные колыбельные;Лаванды цвет Анастасия Мигова Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.В поле цветок дили дили тает душа,Простынь шелков дили нас укроет шурша.Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.Ночь на крыльце озарилась светом зарницФею в пыльце снова видит маленький принц.Лаванды цвет дили дили лиловый дымВ розовом сне дили дили станет твоим.Фея волшебная исполняет мечты,Станет реальностью что закажешь ей ты.;1;mnen-och-du.mp3;-;-; Женский голос На гитаре Современные колыбельные Шведские колыбельные 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/vechernyaya-zvezda;Вечерняя звезда;А. Степанченко - Вечерняя звезда - А. Степанченко - Колыбельные-песни.рф;А. Степанченко - Вечерняя звезда, Колыбельные природы;-;1;a-stepanchenko---vechernyaya-zvezda.mp3;-;-; Только музыка Колыбельные природы 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/angel-stranstviy;Ангел странствий;А. Степанченко - Ангел странствий - А. Степанченко - Колыбельные-песни.рф;А. Степанченко - Ангел странствий, Колыбельные природы;-;1;a-stepanchenko---angel-stranstvij.mp3;-;-; Только музыка Колыбельные природы 
URL;Название;Полное название;Описание;Текст песни;Количество файлов;Файлы аудио;Файлы минусовок;Видео;Категории
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/hram;Храм;А. Степанченко - Храм - А. Степанченко - Колыбельные-песни.рф;А. Степанченко - Храм, Колыбельные природы;-;1;a-stepanchenko---hram.mp3;-;-; Только музыка Колыбельные природы 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/mirazh;Мираж;А. Степанченко - Мираж - А. Степанченко - Колыбельные-песни.рф;А. Степанченко - Мираж, Колыбельные природы;-;1;a-stepanchenko---mirazh.mp3;-;-; Только музыка Колыбельные природы 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/moy-dozhdik;Мой дождик;А. Степанченко - Мой дождик - А. Степанченко - Колыбельные-песни.рф;А. Степанченко - Мой дождик, Колыбельные природы;-;1;a-stepanchenko---moj-dozhdik.mp3;-;-; Только музыка Колыбельные природы 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/v-cerkvi;В церкви;В церкви - П.И. Чайковский - Колыбельные-песни.рф;В церкви, Только музыка;-;1;v-tserkvi.mp3;-;-; Только музыка На фортепиано Классическая музыка 
https://xn----9sbmabsiicuddu3a5lep.xn--p1ai/media/azerbaydzhanskaya-kolybel-naya;Азербайджанская колыбельная;Азербайджанская колыбельная - Колыбельные мира - Колыбельные-песни.рф;Азербайджанская колыбельная, Старые колыбельные;Şirin şirin yat ay balaBoya başa çat ay balaSəndə bir gün öz səsiniEl səsinə qat ay balaSənə deyir lay-lay...Hər ötən quş hər akan çayBu gözəl şən anamız vətənLay-Lay...Hər şöhrətim şanım sənsənCandan ayrı canım sənsənNə təmizdir qül nəfəsinSənə telli bir çəmansənSənə deyir lay-layHər ötən quş, hər akan çayBu gözəl şən anamız vətənLay-Lay...Yat ay quzum şirin şirinHəyat sənin dövran səninQayğısıyla boyatırsanQucağında bu vətəninSənə deyir lay-layHər ötən quş, hər akan çayBu gözəl şən anamız vətənLay-Lay...;1;azerbajdzhanskaya-kolybelnaya.mp3;-;https://www.youtube.com/embed/krALGaKykFM?ecver=1; С видео С текстом Женский голос Старые колыбельные Колыбельные других народов мира 
